,loss,accuracy,val_loss,val_accuracy,lr
0,1.1750293970108032,0.5486173629760742,1.186635136604309,0.645273745059967,0.001
1,0.7149521112442017,0.7117162942886353,0.6808283925056458,0.7200480103492737,0.001
2,0.5866705179214478,0.7656434774398804,0.7785574793815613,0.6744163036346436,0.001
3,0.5349631309509277,0.7866855263710022,0.7029585838317871,0.7197033762931824,0.001
4,0.4925589859485626,0.803414523601532,0.5831034183502197,0.7536290884017944,0.001
5,0.4729470908641815,0.812339186668396,0.4568636417388916,0.813571572303772,0.001
6,0.43374767899513245,0.8275089263916016,0.4533819854259491,0.8203367590904236,0.001
7,0.4217953681945801,0.8334932327270508,0.3947128355503082,0.842401921749115,0.001
8,0.3958028554916382,0.8435628414154053,0.3828575909137726,0.8457102179527283,0.001
9,0.37787970900535583,0.8506316542625427,0.4760221838951111,0.8115901350975037,0.001
10,0.3703134059906006,0.854679524898529,0.5283229947090149,0.7839784026145935,0.001
11,0.3563266396522522,0.8609448075294495,0.3768235445022583,0.8514780402183533,0.001
12,0.32551783323287964,0.8727940320968628,0.47315868735313416,0.8088693618774414,0.001
13,0.3114204704761505,0.878440797328949,0.34196507930755615,0.8590939044952393,0.001
14,0.2994803786277771,0.8838075399398804,0.4258579909801483,0.8320834040641785,0.001
15,0.28529858589172363,0.8882490992546082,0.30710992217063904,0.8741932511329651,0.001
16,0.276432067155838,0.8920093774795532,0.35317695140838623,0.8591951131820679,0.001
17,0.2559799551963806,0.9001699686050415,0.31113630533218384,0.8732298016548157,0.001
18,0.24503014981746674,0.9057181477546692,0.36212262511253357,0.8604634404182434,0.001
19,0.22925619781017303,0.9110117554664612,0.29675811529159546,0.8811029195785522,0.001
20,0.2750646770000458,0.894639790058136,0.4559977948665619,0.8250522613525391,0.001
21,0.2189360111951828,0.9161162376403809,0.27008914947509766,0.8938418626785278,0.001
22,0.19628098607063293,0.9242425560951233,0.3615838885307312,0.8610911965370178,0.001
23,0.21534036099910736,0.9170666933059692,0.37283775210380554,0.8534774780273438,0.001
24,0.2041124701499939,0.9219210147857666,0.2692220211029053,0.8959130644798279,0.001
25,0.18484732508659363,0.9292992949485779,0.40717124938964844,0.8404409289360046,0.001
26,0.18549804389476776,0.9288593530654907,0.3222113251686096,0.875369668006897,0.001
27,0.17187803983688354,0.9345313310623169,0.5303640961647034,0.8152037262916565,0.001
28,0.17260584235191345,0.9338753819465637,0.3021017611026764,0.8824672698974609,0.001
29,0.1639079749584198,0.9374932050704956,0.2919371426105499,0.8893029093742371,0.001
30,0.11748213320970535,0.9552081823348999,0.2232486754655838,0.9150233864784241,0.00020000001
31,0.10469808429479599,0.9603447914123535,0.2219749093055725,0.9181188344955444,0.00020000001
32,0.09747061133384705,0.9627890586853027,0.21395601332187653,0.9204843044281006,0.00020000001
33,0.09347137808799744,0.9644032120704651,0.21702991425991058,0.9208869934082031,0.00020000001
34,0.0892384722828865,0.9660863876342773,0.23428279161453247,0.9157891869544983,0.00020000001
35,0.087227463722229,0.9676323533058167,0.22428497672080994,0.9204655885696411,0.00020000001
36,0.08148153126239777,0.969245195388794,0.22884254157543182,0.9196805357933044,0.00020000001
37,0.07926080375909805,0.9701194763183594,0.2212189882993698,0.9240496158599854,0.00020000001
38,0.07676824182271957,0.971160888671875,0.22913813591003418,0.9216904640197754,0.00020000001
39,0.07543549686670303,0.97185218334198,0.22423158586025238,0.9234302639961243,0.00020000001
40,0.07247728109359741,0.9728097319602966,0.2353445440530777,0.9226140379905701,0.00020000001
41,0.06978733837604523,0.9737433791160583,0.2207094132900238,0.925433874130249,0.00020000001
